Player Name                        ;Ping ;Kill ;Assist ;Death ;MVP ;Accuracy ;Score ;Map            ;Date                ;Wait time ;Match duration ; ; ;
Ilesis                             ;31   ;6    ;3      ;11    ;3   ;16       ;15    ;Vertigo        ;2020-06-04 15:24:36 ;00:39     ;13:36          ; ; ;
124423423                          ;30   ;12   ;1      ;5     ;4   ;66       ;25    ;Vertigo        ;2020-06-04 15:24:36 ;00:39     ;13:36          ; ; ;
† you are heretic †                ;12   ;9    ;2      ;10    ;5   ;44       ;20    ;Vertigo        ;2020-06-04 15:24:36 ;00:39     ;13:36          ; ; ;
Loviflo                            ;15   ;11   ;0      ;2     ;6   ;45       ;22    ;Lake           ;2020-06-04 15:12:12 ;00:18     ;09:25          ; ; ;
Ilesis                             ;21   ;7    ;2      ;4     ;3   ;57       ;16    ;Lake           ;2020-06-04 15:12:12 ;00:18     ;09:25          ; ; ;
jossu                              ;68   ;5    ;0      ;9     ;1   ;0        ;10    ;Lake           ;2020-06-04 15:12:12 ;00:18     ;09:25          ; ; ;
Radikult                           ;49   ;1    ;0      ;9     ;0   ;100      ;2     ;Lake           ;2020-06-04 15:12:12 ;00:18     ;09:25          ; ; ;
KotoFiX                            ;85   ;11   ;1      ;9     ;3   ;45       ;25    ;Nuke           ;2020-06-04 14:58:28 ;00:31     ;10:48          ; ; ;
-N1$ee                             ;50   ;10   ;4      ;9     ;5   ;20       ;24    ;Nuke           ;2020-06-04 14:58:28 ;00:31     ;10:48          ; ; ;
Ilesis                             ;5    ;10   ;1      ;10    ;3   ;50       ;21    ;Nuke           ;2020-06-04 14:58:28 ;00:31     ;10:48          ; ; ;
Loviflo                            ;10   ;8    ;2      ;11    ;5   ;37       ;21    ;Nuke           ;2020-06-04 14:58:28 ;00:31     ;10:48          ; ; ;
Loviflo                            ;13   ;13   ;3      ;9     ;7   ;30       ;31    ;Train          ;2020-06-03 20:35:05 ;00:12     ;13:57          ; ; ;
Ilesis                             ;11   ;7    ;2      ;10    ;1   ;42       ;16    ;Train          ;2020-06-03 20:35:05 ;00:12     ;13:57          ; ; ;
Anh Kiet                           ;49   ;11   ;1      ;9     ;5   ;36       ;25    ;Train          ;2020-06-03 20:35:05 ;00:12     ;13:57          ; ; ;
Pepegus Maximus                    ;23   ;8    ;4      ;11    ;3   ;12       ;20    ;Train          ;2020-06-03 20:35:05 ;00:12     ;13:57          ; ; ;
Ilesis                             ;8    ;12   ;1      ;7     ;6   ;53       ;27    ;Rialto         ;2020-06-03 20:21:13 ;00:20     ;10:51          ; ; ;
Loviflo                            ;12   ;10   ;1      ;10    ;3   ;40       ;21    ;Rialto         ;2020-06-03 20:21:13 ;00:20     ;10:51          ; ; ;
Мой хозяин                         ;58   ;10   ;1      ;11    ;4   ;60       ;23    ;Rialto         ;2020-06-03 20:21:13 ;00:20     ;10:51          ; ; ;
2R1S7                              ;36   ;6    ;2      ;12    ;2   ;50       ;14    ;Rialto         ;2020-06-03 20:21:13 ;00:20     ;10:51          ; ; ;
Ilesis                             ;14   ;9    ;2      ;9     ;3   ;55       ;20    ;Cobblestone    ;2020-06-03 20:07:29 ;00:38     ;10:56          ; ; ;
Loviflo                            ;12   ;7    ;1      ;11    ;5   ;57       ;17    ;Cobblestone    ;2020-06-03 20:07:29 ;00:38     ;10:56          ; ; ;
IceuSz Key-Drop.pl                 ;20   ;12   ;3      ;8     ;5   ;41       ;31    ;Cobblestone    ;2020-06-03 20:07:29 ;00:38     ;10:56          ; ; ;
Tymo key-drop.com                  ;58   ;8    ;0      ;8     ;3   ;12       ;16    ;Cobblestone    ;2020-06-03 20:07:29 ;00:38     ;10:56          ; ; ;
Ilesis                             ;26   ;8    ;1      ;10    ;3   ;0        ;19    ;Overpass       ;2020-06-01 16:52:20 ;01:07     ;12:28          ; ; ;
Loviflo                            ;15   ;7    ;0      ;11    ;3   ;42       ;14    ;Overpass       ;2020-06-01 16:52:20 ;01:07     ;12:28          ; ; ;
AJlex_M                            ;113  ;13   ;4      ;8     ;5   ;23       ;30    ;Overpass       ;2020-06-01 16:52:20 ;01:07     ;12:28          ; ; ;
ЖоЖа❤️😘                           ;51   ;8    ;3      ;7     ;4   ;12       ;23    ;Overpass       ;2020-06-01 16:52:20 ;01:07     ;12:28          ; ; ;
Копатыч                            ;35   ;11   ;5      ;11    ;5   ;9        ;27    ;Inferno        ;2020-06-01 16:33:16 ;00:42     ;12:55          ; ; ;
Пин                                ;27   ;11   ;2      ;9     ;3   ;27       ;26    ;Inferno        ;2020-06-01 16:33:16 ;00:42     ;12:55          ; ; ;
Ilesis                             ;35   ;14   ;2      ;9     ;5   ;28       ;34    ;Inferno        ;2020-06-01 16:33:16 ;00:42     ;12:55          ; ; ;
Loviflo                            ;31   ;6    ;2      ;13    ;3   ;0        ;14    ;Inferno        ;2020-06-01 16:33:16 ;00:42     ;12:55          ; ; ;
Dream Leader                       ;54   ;13   ;3      ;4     ;8   ;53       ;41    ;Rialto         ;2020-06-01 16:19:48 ;00:47     ;09:51          ; ; ;
AWP Jet Master                     ;93   ;5    ;3      ;8     ;1   ;0        ;15    ;Rialto         ;2020-06-01 16:19:48 ;00:47     ;09:51          ; ; ;
Loviflo                            ;15   ;7    ;1      ;10    ;3   ;42       ;15    ;Rialto         ;2020-06-01 16:19:48 ;00:47     ;09:51          ; ; ;
Ilesis                             ;22   ;3    ;1      ;10    ;1   ;25       ;9     ;Rialto         ;2020-06-01 16:19:48 ;00:47     ;09:51          ; ; ;
Ilesis                             ;17   ;10   ;3      ;11    ;4   ;20       ;23    ;Vertigo        ;2020-06-01 16:02:52 ;00:24     ;13:39          ; ; ;
Loviflo                            ;15   ;9    ;2      ;10    ;4   ;30       ;22    ;Vertigo        ;2020-06-01 16:02:52 ;00:24     ;13:39          ; ; ;
ПЕPДУЛЯТОP                         ;53   ;14   ;1      ;8     ;7   ;21       ;29    ;Vertigo        ;2020-06-01 16:02:52 ;00:24     ;13:39          ; ; ;
КАЛЬКУЛЯТОР                        ;35   ;6    ;2      ;12    ;1   ;16       ;14    ;Vertigo        ;2020-06-01 16:02:52 ;00:24     ;13:39          ; ; ;
Loviflo                            ;29   ;6    ;2      ;12    ;3   ;16       ;16    ;Nuke           ;2020-06-01 15:48:04 ;01:37     ;11:14          ; ; ;
Ilesis                             ;33   ;7    ;1      ;10    ;1   ;28       ;15    ;Nuke           ;2020-06-01 15:48:04 ;01:37     ;11:14          ; ; ;
KABard                             ;130  ;11   ;1      ;5     ;5   ;36       ;25    ;Nuke           ;2020-06-01 15:48:04 ;01:37     ;11:14          ; ; ;
v!sman                             ;8    ;11   ;2      ;8     ;4   ;72       ;24    ;Nuke           ;2020-06-01 15:48:04 ;01:37     ;11:14          ; ; ;
Icar                               ;15   ;9    ;0      ;12    ;3   ;55       ;22    ;Train          ;2020-06-01 15:28:20 ;00:33     ;15:35          ; ; ;
Kubuś Puchatek                     ;36   ;7    ;2      ;14    ;4   ;71       ;20    ;Train          ;2020-06-01 15:28:20 ;00:33     ;15:35          ; ; ;
Ilesis                             ;13   ;13   ;2      ;8     ;4   ;46       ;30    ;Train          ;2020-06-01 15:28:20 ;00:33     ;15:35          ; ; ;
Loviflo                            ;5    ;13   ;1      ;8     ;5   ;30       ;29    ;Train          ;2020-06-01 15:28:20 ;00:33     ;15:35          ; ; ;
Loviflo                            ;15   ;16   ;1      ;3     ;9   ;23       ;33    ;Cobblestone    ;2020-06-01 15:18:12 ;02:31     ;07:05          ; ; ;
Ilesis                             ;29   ;2    ;3      ;8     ;0   ;0        ;7     ;Cobblestone    ;2020-06-01 15:18:12 ;02:31     ;07:05          ; ; ;
SEBA                               ;60   ;8    ;1      ;9     ;2   ;75       ;17    ;Cobblestone    ;2020-06-01 15:18:12 ;02:31     ;07:05          ; ; ;
MICHU                              ;43   ;1    ;1      ;11    ;0   ;100      ;3     ;Cobblestone    ;2020-06-01 15:18:12 ;02:31     ;07:05          ; ; ;
GET_RAN1X                          ;7    ;12   ;2      ;9     ;4   ;33       ;29    ;Lake           ;2020-06-01 14:58:20 ;00:30     ;14:56          ; ; ;
123                                ;5    ;10   ;4      ;10    ;5   ;60       ;26    ;Lake           ;2020-06-01 14:58:20 ;00:30     ;14:56          ; ; ;
Loviflo                            ;15   ;15   ;1      ;10    ;6   ;20       ;32    ;Lake           ;2020-06-01 14:58:20 ;00:30     ;14:56          ; ; ;
Ilesis                             ;29   ;4    ;2      ;12    ;1   ;25       ;12    ;Lake           ;2020-06-01 14:58:20 ;00:30     ;14:56          ; ; ;
Ilesis                             ;14   ;10   ;0      ;2     ;1   ;60       ;23    ;Wingm Shortdus ;2020-06-01 14:44:12 ;01:16     ;09:29          ; ; ;
Loviflo                            ;11   ;7    ;2      ;4     ;8   ;12       ;16    ;Wingm Shortdus ;2020-06-01 14:44:12 ;01:16     ;09:29          ; ; ;
lien ⭕⃤                            ;55   ;4    ;1      ;9     ;0   ;25       ;9     ;Wingm Shortdus ;2020-06-01 14:44:12 ;01:16     ;09:29          ; ; ;
БАНИХОП                            ;54   ;1    ;2      ;9     ;1   ;0        ;4     ;Wingm Shortdus ;2020-06-01 14:44:12 ;01:16     ;09:29          ; ; ;
Loviflo                            ;15   ;14   ;1      ;10    ;5   ;21       ;35    ;Train          ;2020-05-28 16:46:35 ;00:34     ;17:11          ; ; ;
Ilesis                             ;24   ;6    ;1      ;10    ;3   ;50       ;18    ;Train          ;2020-05-28 16:46:35 ;00:34     ;17:11          ; ; ;
TrygoN---MONSTER                   ;58   ;18   ;0      ;8     ;8   ;44       ;40    ;Train          ;2020-05-28 16:46:35 ;00:34     ;17:11          ; ; ;
Kato`                              ;52   ;2    ;4      ;12    ;0   ;0        ;8     ;Train          ;2020-05-28 16:46:35 ;00:34     ;17:11          ; ; ;
Вупсень GGDROP.WTF                 ;80   ;10   ;1      ;11    ;5   ;20       ;23    ;Nuke           ;2020-05-27 20:41:48 ;00:36     ;13:07          ; ; ;
Пупсень GGDROP.WTF                 ;48   ;8    ;2      ;11    ;3   ;0        ;18    ;Nuke           ;2020-05-27 20:41:48 ;00:36     ;13:07          ; ; ;
Loviflo                            ;32   ;15   ;2      ;8     ;7   ;33       ;32    ;Nuke           ;2020-05-27 20:41:48 ;00:36     ;13:07          ; ; ;
Ilesis                             ;31   ;7    ;1      ;10    ;1   ;28       ;17    ;Nuke           ;2020-05-27 20:41:48 ;00:36     ;13:07          ; ; ;
Ilesis                             ;19   ;7    ;3      ;11    ;3   ;85       ;17    ;Cobblestone    ;2020-05-27 20:12:45 ;00:24     ;08:58          ; ; ;
Loviflo                            ;15   ;5    ;2      ;9     ;1   ;20       ;12    ;Cobblestone    ;2020-05-27 20:12:45 ;00:24     ;08:58          ; ; ;
narkou44                           ;74   ;11   ;0      ;5     ;2   ;27       ;22    ;Cobblestone    ;2020-05-27 20:12:45 ;00:24     ;08:58          ; ; ;
☭_Товарищ_MIAU$K_☭                 ;16   ;9    ;1      ;7     ;7   ;33       ;19    ;Cobblestone    ;2020-05-27 20:12:45 ;00:24     ;08:58          ; ; ;
SNUff                              ;17   ;4    ;1      ;10    ;1   ;0        ;9     ;Lake           ;2020-05-27 20:00:45 ;00:15     ;08:03          ; ; ;
(S)KILL                            ;20   ;2    ;2      ;9     ;0   ;50       ;6     ;Lake           ;2020-05-27 20:00:45 ;00:15     ;08:03          ; ; ;
Loviflo                            ;11   ;10   ;2      ;2     ;6   ;30       ;25    ;Lake           ;2020-05-27 20:00:45 ;00:15     ;08:03          ; ; ;
Ilesis                             ;5    ;9    ;1      ;4     ;3   ;44       ;23    ;Lake           ;2020-05-27 20:00:45 ;00:15     ;08:03          ; ; ;
Albedo                             ;32   ;13   ;3      ;10    ;5   ;15       ;31    ;Lake           ;2020-05-25 16:25:06 ;01:05     ;14:29          ; ; ;
TheSonOfFriendYourMum              ;19   ;10   ;2      ;10    ;4   ;50       ;30    ;Lake           ;2020-05-25 16:25:06 ;01:05     ;14:29          ; ; ;
Loviflo                            ;25   ;15   ;0      ;10    ;6   ;26       ;33    ;Lake           ;2020-05-25 16:25:06 ;01:05     ;14:29          ; ; ;
Ilesis                             ;17   ;5    ;4      ;13    ;1   ;60       ;14    ;Lake           ;2020-05-25 16:25:06 ;01:05     ;14:29          ; ; ;
Loviflo                            ;5    ;9    ;1      ;10    ;2   ;11       ;22    ;Train          ;2020-05-24 20:11:53 ;01:06     ;13:50          ; ; ;
Ilesis                             ;10   ;3    ;3      ;9     ;1   ;33       ;11    ;Train          ;2020-05-24 20:11:53 ;01:06     ;13:50          ; ; ;
ramb0                              ;43   ;13   ;2      ;4     ;7   ;53       ;35    ;Train          ;2020-05-24 20:11:53 ;01:06     ;13:50          ; ; ;
Monni                              ;43   ;6    ;2      ;8     ;2   ;33       ;16    ;Train          ;2020-05-24 20:11:53 ;01:06     ;13:50          ; ; ;
BeNs1NgtoN                         ;29   ;9    ;0      ;4     ;6   ;55       ;21    ;Lake           ;2020-05-24 19:59:30 ;01:38     ;08:54          ; ; ;
⚡A.J.M⚡                            ;15   ;8    ;1      ;4     ;3   ;12       ;17    ;Lake           ;2020-05-24 19:59:30 ;01:38     ;08:54          ; ; ;
Loviflo                            ;15   ;6    ;0      ;9     ;2   ;66       ;12    ;Lake           ;2020-05-24 19:59:30 ;01:38     ;08:54          ; ; ;
Ilesis                             ;20   ;2    ;0      ;8     ;0   ;50       ;6     ;Lake           ;2020-05-24 19:59:30 ;01:38     ;08:54          ; ; ;
...Zять,Нехуй вZять.               ;74   ;13   ;0      ;4     ;4   ;46       ;30    ;Nuke           ;2020-05-24 19:45:22 ;01:46     ;09:30          ; ; ;
BQLT                               ;42   ;7    ;6      ;7     ;5   ;14       ;20    ;Nuke           ;2020-05-24 19:45:22 ;01:46     ;09:30          ; ; ;
Loviflo                            ;35   ;6    ;1      ;10    ;2   ;16       ;13    ;Nuke           ;2020-05-24 19:45:22 ;01:46     ;09:30          ; ; ;
Ilesis                             ;31   ;5    ;0      ;10    ;2   ;40       ;10    ;Nuke           ;2020-05-24 19:45:22 ;01:46     ;09:30          ; ; ;
808ER                              ;41   ;11   ;0      ;6     ;3   ;54       ;25    ;Train          ;2020-05-15 21:04:48 ;01:22     ;12:49          ; ; ;
Ԑn0t3 csgetto.bet                  ;61   ;10   ;2      ;9     ;6   ;50       ;22    ;Train          ;2020-05-15 21:04:48 ;01:22     ;12:49          ; ; ;
Loviflo                            ;31   ;9    ;0      ;10    ;3   ;44       ;23    ;Train          ;2020-05-15 21:04:48 ;01:22     ;12:49          ; ; ;
Ilesis                             ;35   ;6    ;3      ;11    ;3   ;66       ;15    ;Train          ;2020-05-15 21:04:48 ;01:22     ;12:49          ; ; ;
Loviflo                            ;15   ;13   ;4      ;11    ;6   ;30       ;30    ;Inferno        ;2020-05-15 20:46:48 ;00:29     ;14:07          ; ; ;
Ilesis                             ;17   ;9    ;1      ;11    ;1   ;44       ;19    ;Inferno        ;2020-05-15 20:46:48 ;00:29     ;14:07          ; ; ;
CynicaL14 ツ                        ;12   ;13   ;3      ;12    ;7   ;15       ;35    ;Inferno        ;2020-05-15 20:46:48 ;00:29     ;14:07          ; ; ;
TpY_Churra10                       ;5    ;9    ;3      ;10    ;2   ;66       ;25    ;Inferno        ;2020-05-15 20:46:48 ;00:29     ;14:07          ; ; ;
Loviflo                            ;10   ;14   ;1      ;8     ;4   ;50       ;29    ;Vertigo        ;2020-05-15 20:28:01 ;01:00     ;15:49          ; ; ;
Ilesis                             ;11   ;9    ;4      ;9     ;5   ;44       ;22    ;Vertigo        ;2020-05-15 20:28:01 ;01:00     ;15:49          ; ; ;
Shimas                             ;26   ;9    ;1      ;12    ;6   ;55       ;19    ;Vertigo        ;2020-05-15 20:28:01 ;01:00     ;15:49          ; ; ;
K4P3K | ez4me                      ;28   ;8    ;0      ;11    ;1   ;37       ;16    ;Vertigo        ;2020-05-15 20:28:01 ;01:00     ;15:49          ; ; ;
политзаключённый                   ;60   ;15   ;2      ;7     ;8   ;53       ;37    ;Wingm Shortdus ;2020-05-15 20:13:13 ;00:15     ;11:06          ; ; ;
Djuls                              ;59   ;5    ;1      ;7     ;1   ;40       ;12    ;Wingm Shortdus ;2020-05-15 20:13:13 ;00:15     ;11:06          ; ; ;
Ilesis                             ;27   ;9    ;0      ;9     ;2   ;55       ;20    ;Wingm Shortdus ;2020-05-15 20:13:13 ;00:15     ;11:06          ; ; ;
Loviflo                            ;15   ;5    ;3      ;11    ;4   ;60       ;15    ;Wingm Shortdus ;2020-05-15 20:13:13 ;00:15     ;11:06          ; ; ;
_Ayahuasca_                        ;67   ;13   ;1      ;10    ;5   ;53       ;31    ;Lake           ;2020-05-15 19:56:57 ;01:07     ;13:39          ; ; ;
PAFCIO                             ;49   ;6    ;2      ;13    ;2   ;83       ;14    ;Lake           ;2020-05-15 19:56:57 ;01:07     ;13:39          ; ; ;
Ilesis                             ;16   ;11   ;2      ;10    ;4   ;27       ;26    ;Lake           ;2020-05-15 19:56:57 ;01:07     ;13:39          ; ; ;
Loviflo                            ;26   ;12   ;1      ;9     ;5   ;8        ;25    ;Lake           ;2020-05-15 19:56:57 ;01:07     ;13:39          ; ; ;
Ice Cube                           ;52   ;11   ;4      ;9     ;7   ;45       ;26    ;Rialto         ;2020-05-14 20:19:28 ;00:36     ;10:18          ; ; ;
sl1ZZy                             ;66   ;8    ;1      ;9     ;2   ;25       ;17    ;Rialto         ;2020-05-14 20:19:28 ;00:36     ;10:18          ; ; ;
Loviflo                            ;5    ;11   ;2      ;9     ;6   ;63       ;25    ;Rialto         ;2020-05-14 20:19:28 ;00:36     ;10:18          ; ; ;
Ilesis                             ;10   ;7    ;0      ;10    ;0   ;42       ;16    ;Rialto         ;2020-05-14 20:19:28 ;00:36     ;10:18          ; ; ;
❤️DaiBo❤                           ;45   ;10   ;1      ;7     ;4   ;30       ;30    ;Wingm Shortdus ;2020-05-14 20:02:25 ;00:15     ;12:43          ; ; ;
ArdNike                            ;49   ;11   ;3      ;10    ;5   ;36       ;25    ;Wingm Shortdus ;2020-05-14 20:02:25 ;00:15     ;12:43          ; ; ;
Ilesis                             ;11   ;10   ;1      ;12    ;3   ;70       ;21    ;Wingm Shortdus ;2020-05-14 20:02:25 ;00:15     ;12:43          ; ; ;
Loviflo                            ;12   ;6    ;2      ;10    ;3   ;14       ;14    ;Wingm Shortdus ;2020-05-14 20:02:25 ;00:15     ;12:43          ; ; ;
差距                                 ;74   ;6    ;2      ;9     ;1   ;83       ;14    ;Vertigo        ;2020-05-14 19:50:49 ;00:26     ;08:38          ; ; ;
lajcior2115niezle                  ;58   ;2    ;1      ;9     ;0   ;0        ;7     ;Vertigo        ;2020-05-14 19:50:49 ;00:26     ;08:38          ; ; ;
Loviflo                            ;13   ;10   ;0      ;3     ;7   ;20       ;22    ;Vertigo        ;2020-05-14 19:50:49 ;00:26     ;08:38          ; ; ;
Ilesis                             ;9    ;7    ;0      ;6     ;2   ;25       ;16    ;Vertigo        ;2020-05-14 19:50:49 ;00:26     ;08:38          ; ; ;
dolbik25                           ;37   ;13   ;3      ;4     ;6   ;30       ;31    ;Lake           ;2020-05-14 19:37:21 ;00:11     ;10:20          ; ; ;
oomer25                            ;93   ;8    ;2      ;8     ;3   ;12       ;18    ;Lake           ;2020-05-14 19:37:21 ;00:11     ;10:20          ; ; ;
Loviflo                            ;10   ;6    ;3      ;10    ;2   ;50       ;17    ;Lake           ;2020-05-14 19:37:21 ;00:11     ;10:20          ; ; ;
Ilesis                             ;7    ;6    ;1      ;11    ;1   ;16       ;13    ;Lake           ;2020-05-14 19:37:21 ;00:11     ;10:20          ; ; ;
Loviflo                            ;18   ;15   ;3      ;9     ;7   ;26       ;33    ;Lake           ;2020-05-12 16:24:56 ;00:53     ;12:03          ; ; ;
Ilesis                             ;26   ;10   ;5      ;11    ;2   ;40       ;27    ;Lake           ;2020-05-12 16:24:56 ;00:53     ;12:03          ; ; ;
DAŁN                               ;43   ;14   ;0      ;12    ;3   ;50       ;28    ;Lake           ;2020-05-12 16:24:56 ;00:53     ;12:03          ; ; ;
szczurzy bat                       ;41   ;6    ;0      ;13    ;4   ;66       ;18    ;Lake           ;2020-05-12 16:24:56 ;00:53     ;12:03          ; ; ;
Loviflo                            ;15   ;12   ;3      ;6     ;7   ;38       ;32    ;Vertigo        ;2020-05-12 16:09:04 ;01:07     ;12:37          ; ; ;
Ilesis                             ;17   ;7    ;2      ;7     ;2   ;25       ;16    ;Vertigo        ;2020-05-12 16:09:04 ;01:07     ;12:37          ; ; ;
TANER 23                           ;78   ;7    ;0      ;9     ;3   ;14       ;14    ;Vertigo        ;2020-05-12 16:09:04 ;01:07     ;12:37          ; ; ;
Görkem. 么                          ;107  ;4    ;3      ;12    ;0   ;50       ;13    ;Vertigo        ;2020-05-12 16:09:04 ;01:07     ;12:37          ; ; ;
ΜΔD彡                               ;40   ;3    ;1      ;9     ;0   ;0        ;9     ;Rialto         ;2020-05-12 15:55:12 ;01:01     ;09:43          ; ; ;
7heDimas                           ;30   ;3    ;1      ;10    ;2   ;66       ;7     ;Rialto         ;2020-05-12 15:55:12 ;01:01     ;09:43          ; ; ;
Ilesis                             ;17   ;11   ;1      ;2     ;3   ;27       ;26    ;Rialto         ;2020-05-12 15:55:12 ;01:01     ;09:43          ; ; ;
Loviflo                            ;15   ;8    ;5      ;4     ;6   ;50       ;24    ;Rialto         ;2020-05-12 15:55:12 ;01:01     ;09:43          ; ; ;
Loviflo                            ;27   ;9    ;1      ;9     ;4   ;66       ;19    ;Cobblestone    ;2020-05-12 15:42:08 ;00:17     ;09:27          ; ; ;
Ilesis                             ;19   ;4    ;0      ;10    ;0   ;25       ;8     ;Cobblestone    ;2020-05-12 15:42:08 ;00:17     ;09:27          ; ; ;
NiceShooT                          ;55   ;12   ;1      ;7     ;8   ;8        ;25    ;Cobblestone    ;2020-05-12 15:42:08 ;00:17     ;09:27          ; ; ;
❥AlpeR                             ;43   ;7    ;2      ;6     ;1   ;57       ;19    ;Cobblestone    ;2020-05-12 15:42:08 ;00:17     ;09:27          ; ; ;
Evilfox                            ;71   ;11   ;2      ;11    ;5   ;63       ;29    ;Wingm Shortdus ;2020-05-11 16:22:16 ;00:57     ;14:05          ; ; ;
...хех...                          ;109  ;10   ;2      ;9     ;3   ;20       ;27    ;Wingm Shortdus ;2020-05-11 16:22:16 ;00:57     ;14:05          ; ; ;
Loviflo                            ;18   ;11   ;3      ;12    ;5   ;54       ;30    ;Wingm Shortdus ;2020-05-11 16:22:16 ;00:57     ;14:05          ; ; ;
Ilesis                             ;23   ;9    ;2      ;9     ;3   ;44       ;25    ;Wingm Shortdus ;2020-05-11 16:22:16 ;00:57     ;14:05          ; ; ;
fever_                             ;113  ;13   ;1      ;9     ;5   ;7        ;31    ;Inferno        ;2020-05-11 16:09:12 ;00:19     ;09:30          ; ; ;
Wołfy                              ;8    ;9    ;2      ;8     ;4   ;44       ;20    ;Inferno        ;2020-05-11 16:09:12 ;00:19     ;09:30          ; ; ;
Ilesis                             ;27   ;11   ;0      ;10    ;3   ;27       ;22    ;Inferno        ;2020-05-11 16:09:12 ;00:19     ;09:30          ; ; ;
Loviflo                            ;26   ;6    ;1      ;12    ;2   ;50       ;13    ;Inferno        ;2020-05-11 16:09:12 ;00:19     ;09:30          ; ; ;
ᴄᴏᴘᴇʀɪɴ                            ;101  ;10   ;2      ;9     ;5   ;20       ;29    ;Nuke           ;2020-05-09 19:28:56 ;00:16     ;10:10          ; ; ;
CAPTAIN csgorun.pro                ;42   ;7    ;5      ;13    ;3   ;28       ;19    ;Nuke           ;2020-05-09 19:28:56 ;00:16     ;10:10          ; ; ;
Loviflo                            ;9    ;13   ;2      ;9     ;4   ;46       ;28    ;Nuke           ;2020-05-09 19:28:56 ;00:16     ;10:10          ; ; ;
Ilesis                             ;11   ;9    ;2      ;8     ;4   ;33       ;20    ;Nuke           ;2020-05-09 19:28:56 ;00:16     ;10:10          ; ; ;
Loviflo                            ;15   ;6    ;3      ;9     ;3   ;83       ;15    ;Cobblestone    ;2020-05-07 16:21:52 ;01:15     ;11:01          ; ; ;
Ilesis                             ;16   ;4    ;3      ;9     ;0   ;0        ;13    ;Cobblestone    ;2020-05-07 16:21:52 ;01:15     ;11:01          ; ; ;
Quem Disse !                       ;15   ;11   ;0      ;5     ;7   ;36       ;24    ;Cobblestone    ;2020-05-07 16:21:52 ;01:15     ;11:01          ; ; ;
Glizzy Globber                     ;13   ;7    ;2      ;5     ;2   ;85       ;20    ;Cobblestone    ;2020-05-07 16:21:52 ;01:15     ;11:01          ; ; ;
Loviflo                            ;15   ;5    ;2      ;10    ;2   ;80       ;12    ;Rialto         ;2020-05-07 16:08:48 ;01:03     ;08:54          ; ; ;
Ilesis                             ;17   ;4    ;1      ;9     ;1   ;25       ;9     ;Rialto         ;2020-05-07 16:08:48 ;01:03     ;08:54          ; ; ;
TheRealEberhardt                   ;38   ;13   ;2      ;3     ;5   ;53       ;32    ;Rialto         ;2020-05-07 16:08:48 ;01:03     ;08:54          ; ; ;
Osama im Laden                     ;47   ;6    ;3      ;6     ;4   ;33       ;17    ;Rialto         ;2020-05-07 16:08:48 ;01:03     ;08:54          ; ; ;
Loviflo                            ;15   ;11   ;0      ;4     ;7   ;36       ;27    ;Lake           ;2020-05-07 15:44:56 ;00:20     ;12:17          ; ; ;
Ilesis                             ;26   ;6    ;3      ;5     ;2   ;50       ;23    ;Lake           ;2020-05-07 15:44:56 ;00:20     ;12:17          ; ; ;
e1                                 ;43   ;6    ;1      ;9     ;2   ;50       ;15    ;Lake           ;2020-05-07 15:44:56 ;00:20     ;12:17          ; ; ;
Ped                                ;29   ;3    ;0      ;8     ;0   ;66       ;10    ;Lake           ;2020-05-07 15:44:56 ;00:20     ;12:17          ; ; ;
Loviflo                            ;15   ;13   ;1      ;3     ;7   ;53       ;27    ;Overpass       ;2020-05-07 15:32:16 ;00:36     ;09:26          ; ; ;
Ilesis                             ;27   ;2    ;2      ;5     ;2   ;50       ;6     ;Overpass       ;2020-05-07 15:32:16 ;00:36     ;09:26          ; ; ;
DANTE                              ;62   ;4    ;1      ;9     ;0   ;0        ;12    ;Overpass       ;2020-05-07 15:32:16 ;00:36     ;09:26          ; ; ;
Scorpion                           ;42   ;1    ;1      ;7     ;2   ;0        ;5     ;Overpass       ;2020-05-07 15:32:16 ;00:36     ;09:26          ; ; ;
Süleyman Çakır                     ;45   ;12   ;1      ;9     ;3   ;50       ;25    ;Train          ;2020-05-07 15:15:44 ;00:12     ;13:20          ; ; ;
Memati Baş                         ;39   ;4    ;2      ;11    ;2   ;25       ;12    ;Train          ;2020-05-07 15:15:44 ;00:12     ;13:20          ; ; ;
Loviflo                            ;19   ;13   ;3      ;8     ;9   ;46       ;33    ;Train          ;2020-05-07 15:15:44 ;00:12     ;13:20          ; ; ;
Ilesis                             ;28   ;7    ;3      ;8     ;0   ;28       ;19    ;Train          ;2020-05-07 15:15:44 ;00:12     ;13:20          ; ; ;
Loviflo                            ;15   ;11   ;3      ;10    ;6   ;54       ;27    ;Vertigo        ;2020-05-07 15:00:16 ;00:39     ;12:41          ; ; ;
Ilesis                             ;26   ;11   ;1      ;8     ;3   ;18       ;23    ;Vertigo        ;2020-05-07 15:00:16 ;00:39     ;12:41          ; ; ;
SLACKER                            ;62   ;16   ;1      ;9     ;7   ;43       ;35    ;Vertigo        ;2020-05-07 15:00:16 ;00:39     ;12:41          ; ; ;
son ana bükücü                     ;95   ;2    ;1      ;13    ;0   ;0        ;5     ;Vertigo        ;2020-05-07 15:00:16 ;00:39     ;12:41          ; ; ;
Loviflo                            ;15   ;13   ;2      ;6     ;7   ;38       ;28    ;Nuke           ;2020-05-07 14:46:48 ;00:17     ;10:22          ; ; ;
