Player Name                        ;Ping ;Kill ;Assist ;Death ;MVP ;Accuracy ;Score ;Map            ;Date                ;Wait time ;Match duration ; ; ;
KoZIK                              ;40   ;10   ;2      ;5     ;6   ;50       ;22    ;Vertigo        ;2021-01-19 20:52:58 ;00:13     ;07:44          ; ; ;
Ilesis                             ;16   ;7    ;0      ;9     ;0   ;57       ;14    ;Nuke           ;2021-01-19 20:38:50 ;00:43     ;11:51          ; ; ;
Loviflo                            ;20   ;6    ;2      ;10    ;3   ;50       ;14    ;Nuke           ;2021-01-19 20:38:50 ;00:43     ;11:51          ; ; ;
TheMahO                            ;96   ;13   ;0      ;5     ;5   ;38       ;31    ;Nuke           ;2021-01-19 20:38:50 ;00:43     ;11:51          ; ; ;
fatih3151                          ;85   ;6    ;3      ;8     ;4   ;50       ;17    ;Nuke           ;2021-01-19 20:38:50 ;00:43     ;11:51          ; ; ;
TheMahO                            ;88   ;10   ;1      ;9     ;4   ;10       ;23    ;Nuke           ;2021-01-19 20:20:50 ;00:26     ;14:41          ; ; ;
fatih3151                          ;86   ;6    ;1      ;12    ;2   ;66       ;13    ;Nuke           ;2021-01-19 20:20:50 ;00:26     ;14:41          ; ; ;
Loviflo                            ;23   ;15   ;0      ;7     ;7   ;46       ;35    ;Nuke           ;2021-01-19 20:20:50 ;00:26     ;14:41          ; ; ;
Ilesis                             ;16   ;6    ;2      ;9     ;2   ;33       ;16    ;Nuke           ;2021-01-19 20:20:50 ;00:26     ;14:41          ; ; ;
Loviflo                            ;30   ;15   ;2      ;10    ;6   ;20       ;35    ;Vertigo        ;2021-01-19 18:23:06 ;01:54     ;16:01          ; ; ;
Ilesis                             ;31   ;5    ;4      ;11    ;2   ;0        ;16    ;Vertigo        ;2021-01-19 18:23:06 ;01:54     ;16:01          ; ; ;
Gooseff Show                       ;37   ;12   ;1      ;9     ;8   ;41       ;25    ;Vertigo        ;2021-01-19 18:23:06 ;01:54     ;16:01          ; ; ;
BAXIK FOREVER                      ;59   ;9    ;2      ;11    ;0   ;44       ;25    ;Vertigo        ;2021-01-19 18:23:06 ;01:54     ;16:01          ; ; ;
_JESUS_                            ;89   ;11   ;3      ;8     ;4   ;72       ;34    ;Nuke           ;2021-01-19 18:08:26 ;03:03     ;09:54          ; ; ;
ANTO                               ;51   ;9    ;2      ;8     ;5   ;33       ;22    ;Nuke           ;2021-01-19 18:08:26 ;03:03     ;09:54          ; ; ;
Loviflo                            ;30   ;10   ;2      ;11    ;3   ;60       ;22    ;Nuke           ;2021-01-19 18:08:26 ;03:03     ;09:54          ; ; ;
Ilesis                             ;30   ;6    ;1      ;9     ;2   ;16       ;13    ;Nuke           ;2021-01-19 18:08:26 ;03:03     ;09:54          ; ; ;
никита                             ;42   ;11   ;3      ;11    ;3   ;45       ;27    ;Cobblestone    ;2021-01-19 17:42:18 ;02:26     ;15:27          ; ; ;
𝔰𝔩𝔞𝔰𝔥𝔢𝔯                     ;41   ;11   ;2      ;9     ;5   ;18       ;26    ;Cobblestone    ;2021-01-19 17:42:18 ;02:26     ;15:27          ; ; ;
Loviflo                            ;27   ;10   ;3      ;12    ;5   ;40       ;27    ;Cobblestone    ;2021-01-19 17:42:18 ;02:26     ;15:27          ; ; ;
Ilesis                             ;27   ;10   ;1      ;10    ;3   ;40       ;22    ;Cobblestone    ;2021-01-19 17:42:18 ;02:26     ;15:27          ; ; ;
Loviflo                            ;31   ;8    ;1      ;9     ;2   ;0        ;17    ;Cobblestone    ;2021-01-19 17:25:07 ;01:15     ;11:39          ; ; ;
Ilesis                             ;31   ;2    ;2      ;9     ;2   ;33       ;6     ;Cobblestone    ;2021-01-19 17:25:07 ;01:15     ;11:39          ; ; ;
SHER                               ;87   ;11   ;0      ;5     ;7   ;54       ;24    ;Cobblestone    ;2021-01-19 17:25:07 ;01:15     ;11:39          ; ; ;
kamatozk                           ;27   ;6    ;2      ;6     ;2   ;66       ;14    ;Cobblestone    ;2021-01-19 17:25:07 ;01:15     ;11:39          ; ; ;
Chòu                               ;63   ;7    ;0      ;10    ;3   ;57       ;14    ;Inferno        ;2021-01-19 17:05:55 ;01:23     ;09:25          ; ; ;
Mehmet                             ;85   ;4    ;1      ;11    ;1   ;0        ;9     ;Inferno        ;2021-01-19 17:05:55 ;01:23     ;09:25          ; ; ;
Loviflo                            ;22   ;15   ;2      ;6     ;8   ;53       ;37    ;Inferno        ;2021-01-19 17:05:55 ;01:23     ;09:25          ; ; ;
Ilesis                             ;20   ;6    ;2      ;5     ;1   ;16       ;16    ;Inferno        ;2021-01-19 17:05:55 ;01:23     ;09:25          ; ; ;
Simonitrack                        ;8    ;12   ;2      ;7     ;4   ;8        ;30    ;Cobblestone    ;2021-01-19 16:51:55 ;02:04     ;10:03          ; ; ;
₳ℋ§テǂȴȴẴ                           ;18   ;9    ;3      ;11    ;5   ;11       ;21    ;Cobblestone    ;2021-01-19 16:51:55 ;02:04     ;10:03          ; ; ;
Loviflo                            ;18   ;9    ;5      ;12    ;5   ;11       ;25    ;Cobblestone    ;2021-01-19 16:51:55 ;02:04     ;10:03          ; ; ;
Ilesis                             ;28   ;9    ;3      ;9     ;2   ;0        ;21    ;Cobblestone    ;2021-01-19 16:51:55 ;02:04     ;10:03          ; ; ;
Billy the Kid                      ;37   ;10   ;2      ;8     ;2   ;70       ;26    ;Lake           ;2021-01-19 16:35:06 ;03:31     ;12:08          ; ; ;
kROL                               ;62   ;11   ;2      ;7     ;7   ;36       ;24    ;Lake           ;2021-01-19 16:35:06 ;03:31     ;12:08          ; ; ;
Loviflo                            ;15   ;12   ;1      ;9     ;6   ;50       ;31    ;Lake           ;2021-01-19 16:35:06 ;03:31     ;12:08          ; ; ;
Ilesis                             ;21   ;3    ;1      ;12    ;0   ;0        ;10    ;Lake           ;2021-01-19 16:35:06 ;03:31     ;12:08          ; ; ;
Ovechk1ng                          ;17   ;11   ;2      ;7     ;7   ;45       ;26    ;Guard          ;2021-01-19 16:18:02 ;01:58     ;10:37          ; ; ;
Hamlon                             ;10   ;9    ;2      ;7     ;2   ;33       ;20    ;Guard          ;2021-01-19 16:18:02 ;01:58     ;10:37          ; ; ;
Ilesis                             ;29   ;8    ;2      ;11    ;2   ;25       ;18    ;Guard          ;2021-01-19 16:18:02 ;01:58     ;10:37          ; ; ;
Loviflo                            ;34   ;6    ;3      ;9     ;3   ;16       ;15    ;Guard          ;2021-01-19 16:18:02 ;01:58     ;10:37          ; ; ;
Ilesis                             ;5    ;10   ;1      ;10    ;4   ;20       ;28    ;Train          ;2021-01-19 15:52:11 ;00:19     ;18:31          ; ; ;
Loviflo                            ;12   ;10   ;1      ;11    ;3   ;40       ;21    ;Train          ;2021-01-19 15:52:11 ;00:19     ;18:31          ; ; ;
Su                                 ;46   ;12   ;2      ;9     ;5   ;33       ;33    ;Train          ;2021-01-19 15:52:11 ;00:19     ;18:31          ; ; ;
нєcтσя HERNANDES                   ;37   ;9    ;1      ;11    ;4   ;44       ;25    ;Train          ;2021-01-19 15:52:11 ;00:19     ;18:31          ; ; ;
нєcтσя HERNANDES                   ;15   ;3    ;0      ;10    ;0   ;33       ;6     ;Nuke           ;2021-01-19 15:41:30 ;01:07     ;06:45          ; ; ;
Su                                 ;18   ;2    ;1      ;9     ;1   ;50       ;5     ;Nuke           ;2021-01-19 15:41:30 ;01:07     ;06:45          ; ; ;
Ilesis                             ;17   ;9    ;0      ;2     ;3   ;44       ;25    ;Nuke           ;2021-01-19 15:41:30 ;01:07     ;06:45          ; ; ;
Loviflo                            ;15   ;10   ;1      ;3     ;6   ;50       ;24    ;Nuke           ;2021-01-19 15:41:30 ;01:07     ;06:45          ; ; ;
Loviflo                            ;5    ;5    ;2      ;10    ;2   ;60       ;12    ;Nuke           ;2021-01-19 15:30:03 ;00:23     ;08:05          ; ; ;
Ilesis                             ;7    ;4    ;1      ;9     ;1   ;25       ;11    ;Nuke           ;2021-01-19 15:30:03 ;00:23     ;08:05          ; ; ;
нєcтσя HERNANDES                   ;41   ;11   ;1      ;4     ;8   ;36       ;25    ;Nuke           ;2021-01-19 15:30:03 ;00:23     ;08:05          ; ; ;
Su                                 ;46   ;8    ;2      ;5     ;1   ;37       ;20    ;Nuke           ;2021-01-19 15:30:03 ;00:23     ;08:05          ; ; ;
Huert                              ;12   ;12   ;2      ;6     ;4   ;16       ;28    ;Inferno        ;2021-01-19 15:20:19 ;00:13     ;06:38          ; ; ;
Madeirense                         ;15   ;9    ;1      ;3     ;5   ;55       ;19    ;Inferno        ;2021-01-19 15:20:19 ;00:13     ;06:38          ; ; ;
Ilesis                             ;18   ;6    ;1      ;11    ;1   ;50       ;13    ;Inferno        ;2021-01-19 15:20:19 ;00:13     ;06:38          ; ; ;
Loviflo                            ;15   ;3    ;0      ;10    ;2   ;33       ;6     ;Inferno        ;2021-01-19 15:20:19 ;00:13     ;06:38          ; ; ;
folkerINIO                         ;58   ;15   ;1      ;5     ;5   ;80       ;31    ;Guard          ;2021-01-19 15:05:30 ;00:41     ;11:47          ; ; ;
Monkeyfue                          ;30   ;7    ;1      ;9     ;4   ;85       ;15    ;Guard          ;2021-01-19 15:05:30 ;00:41     ;11:47          ; ; ;
Loviflo                            ;33   ;9    ;0      ;10    ;4   ;44       ;20    ;Guard          ;2021-01-19 15:05:30 ;00:41     ;11:47          ; ; ;
Ilesis                             ;29   ;5    ;2      ;12    ;1   ;40       ;17    ;Guard          ;2021-01-19 15:05:30 ;00:41     ;11:47          ; ; ;
выпердыш                           ;117  ;9    ;3      ;12    ;8   ;30       ;21    ;Nuke           ;2021-01-17 21:55:24 ;03:22     ;12:06          ; ; ;
liuko †                            ;27   ;10   ;0      ;8     ;1   ;30       ;20    ;Nuke           ;2021-01-17 21:55:24 ;03:22     ;12:06          ; ; ;
Loviflo                            ;20   ;10   ;5      ;11    ;5   ;20       ;25    ;Nuke           ;2021-01-17 21:55:24 ;03:22     ;12:06          ; ; ;
Ilesis                             ;26   ;9    ;2      ;9     ;2   ;33       ;20    ;Nuke           ;2021-01-17 21:55:24 ;03:22     ;12:06          ; ; ;
Loviflo                            ;21   ;7    ;0      ;9     ;2   ;57       ;14    ;Train          ;2021-01-17 21:37:00 ;01:01     ;11:54          ; ; ;
Ilesis                             ;26   ;6    ;1      ;9     ;2   ;66       ;13    ;Train          ;2021-01-17 21:37:00 ;01:01     ;11:54          ; ; ;
‹•.•›                              ;5    ;13   ;1      ;5     ;7   ;69       ;27    ;Train          ;2021-01-17 21:37:00 ;01:01     ;11:54          ; ; ;
@mmcelejowski                      ;15   ;5    ;2      ;8     ;2   ;20       ;12    ;Train          ;2021-01-17 21:37:00 ;01:01     ;11:54          ; ; ;
QuiteHAppy                         ;53   ;15   ;1      ;10    ;5   ;26       ;31    ;Overpass       ;2021-01-17 21:19:00 ;02:09     ;13:18          ; ; ;
husar_15                           ;53   ;4    ;1      ;10    ;2   ;25       ;9     ;Overpass       ;2021-01-17 21:19:00 ;02:09     ;13:18          ; ; ;
Loviflo                            ;22   ;12   ;3      ;7     ;8   ;41       ;27    ;Overpass       ;2021-01-17 21:19:00 ;02:09     ;13:18          ; ; ;
Ilesis                             ;19   ;8    ;5      ;12    ;1   ;50       ;21    ;Overpass       ;2021-01-17 21:19:00 ;02:09     ;13:18          ; ; ;
Loviflo                            ;31   ;11   ;5      ;9     ;5   ;25       ;27    ;Vertigo        ;2021-01-17 20:59:24 ;01:10     ;14:29          ; ; ;
Ilesis                             ;31   ;9    ;2      ;12    ;2   ;55       ;20    ;Vertigo        ;2021-01-17 20:59:24 ;01:10     ;14:29          ; ; ;
Moppies                            ;27   ;15   ;0      ;7     ;6   ;35       ;32    ;Vertigo        ;2021-01-17 20:59:24 ;01:10     ;14:29          ; ; ;
SpeloPL                            ;435  ;3    ;5      ;16    ;3   ;66       ;11    ;Vertigo        ;2021-01-17 20:59:24 ;01:10     ;14:29          ; ; ;
Okuzi81                            ;78   ;11   ;3      ;6     ;6   ;36       ;27    ;Guard          ;2021-01-17 20:41:08 ;02:06     ;13:25          ; ; ;
Niavlys                            ;33   ;6    ;1      ;7     ;3   ;0        ;18    ;Guard          ;2021-01-17 20:41:08 ;02:06     ;13:25          ; ; ;
Loviflo                            ;27   ;11   ;0      ;9     ;5   ;36       ;24    ;Guard          ;2021-01-17 20:41:08 ;02:06     ;13:25          ; ; ;
Ilesis                             ;25   ;1    ;1      ;9     ;1   ;50       ;4     ;Guard          ;2021-01-17 20:41:08 ;02:06     ;13:25          ; ; ;
Loviflo                            ;26   ;5    ;1      ;10    ;0   ;40       ;11    ;Elysion        ;2020-12-05 21:00:32 ;01:06     ;07:09          ; ; ;
Ilesis                             ;23   ;3    ;1      ;10    ;2   ;0        ;7     ;Elysion        ;2020-12-05 21:00:32 ;01:06     ;07:09          ; ; ;
Mettwurst                          ;29   ;11   ;1      ;3     ;3   ;27       ;29    ;Elysion        ;2020-12-05 21:00:32 ;01:06     ;07:09          ; ; ;
⫷markay⫸®                          ;37   ;9    ;1      ;5     ;6   ;55       ;21    ;Elysion        ;2020-12-05 21:00:32 ;01:06     ;07:09          ; ; ;
Bazyl13                            ;25   ;14   ;2      ;6     ;6   ;42       ;36    ;Nuke           ;2020-11-15 16:04:48 ;00:28     ;10:15          ; ; ;
ザワールド KeyDrop.com                  ;40   ;7    ;4      ;9     ;3   ;42       ;18    ;Nuke           ;2020-11-15 16:04:48 ;00:28     ;10:15          ; ; ;
Loviflo                            ;17   ;10   ;2      ;11    ;4   ;70       ;22    ;Nuke           ;2020-11-15 16:04:48 ;00:28     ;10:15          ; ; ;
Ilesis                             ;25   ;5    ;0      ;10    ;2   ;20       ;12    ;Nuke           ;2020-11-15 16:04:48 ;00:28     ;10:15          ; ; ;
Loviflo                            ;5    ;8    ;1      ;9     ;4   ;25       ;21    ;Train          ;2020-11-15 15:45:36 ;01:06     ;16:05          ; ; ;
Ilesis                             ;8    ;6    ;2      ;11    ;1   ;66       ;14    ;Train          ;2020-11-15 15:45:36 ;01:06     ;16:05          ; ; ;
Jibas                              ;47   ;14   ;1      ;6     ;6   ;33       ;34    ;Train          ;2020-11-15 15:45:36 ;01:06     ;16:05          ; ; ;
Demon                              ;41   ;5    ;2      ;9     ;3   ;20       ;16    ;Train          ;2020-11-15 15:45:36 ;01:06     ;16:05          ; ; ;
Loviflo                            ;26   ;12   ;2      ;11    ;6   ;25       ;26    ;Train          ;2020-11-15 15:26:08 ;00:36     ;15:37          ; ; ;
Ilesis                             ;22   ;8    ;1      ;9     ;2   ;37       ;19    ;Train          ;2020-11-15 15:26:08 ;00:36     ;15:37          ; ; ;
Cristy ツ                           ;24   ;10   ;3      ;11    ;3   ;50       ;25    ;Train          ;2020-11-15 15:26:08 ;00:36     ;15:37          ; ; ;
H i R 0                            ;13   ;10   ;3      ;9     ;5   ;50       ;23    ;Train          ;2020-11-15 15:26:08 ;00:36     ;15:37          ; ; ;
coochie mano                       ;5    ;15   ;3      ;8     ;6   ;33       ;33    ;Cobblestone    ;2020-11-11 16:56:56 ;00:27     ;14:00          ; ; ;
† 𝕋𝕂𝕁 †                         ;43   ;8    ;4      ;14    ;3   ;25       ;20    ;Cobblestone    ;2020-11-11 16:56:56 ;00:27     ;14:00          ; ; ;
Loviflo                            ;41   ;13   ;3      ;11    ;4   ;30       ;32    ;Cobblestone    ;2020-11-11 16:56:56 ;00:27     ;14:00          ; ; ;
Ilesis                             ;31   ;9    ;0      ;12    ;3   ;11       ;20    ;Cobblestone    ;2020-11-11 16:56:56 ;00:27     ;14:00          ; ; ;
Loviflo                            ;16   ;11   ;2      ;9     ;6   ;18       ;26    ;Rialto         ;2020-11-11 16:40:48 ;01:03     ;12:56          ; ; ;
Ilesis                             ;23   ;9    ;0      ;10    ;2   ;33       ;20    ;Rialto         ;2020-11-11 16:40:48 ;01:03     ;12:56          ; ; ;
Sky is your limit                  ;58   ;13   ;1      ;9     ;7   ;69       ;31    ;Rialto         ;2020-11-11 16:40:48 ;01:03     ;12:56          ; ; ;
𝙟𝙚𝙨𝙪𝙨                         ;51   ;5    ;4      ;12    ;1   ;16       ;18    ;Rialto         ;2020-11-11 16:40:48 ;01:03     ;12:56          ; ; ;
Loviflo                            ;18   ;17   ;3      ;7     ;9   ;11       ;37    ;Wingm Shortdus ;2020-11-11 16:24:00 ;00:39     ;13:14          ; ; ;
Ilesis                             ;9    ;5    ;3      ;11    ;0   ;0        ;16    ;Wingm Shortdus ;2020-11-11 16:24:00 ;00:39     ;13:14          ; ; ;
Микроскоп                          ;98   ;11   ;0      ;11    ;2   ;63       ;24    ;Wingm Shortdus ;2020-11-11 16:24:00 ;00:39     ;13:14          ; ; ;
Deniska                            ;67   ;7    ;1      ;11    ;5   ;57       ;15    ;Wingm Shortdus ;2020-11-11 16:24:00 ;00:39     ;13:14          ; ; ;
Fake Taxi                          ;47   ;10   ;2      ;5     ;5   ;40       ;22    ;Nuke           ;2020-11-11 16:06:00 ;01:06     ;11:12          ; ; ;
ʙᴀᴡᴢ                               ;49   ;8    ;1      ;5     ;4   ;37       ;17    ;Nuke           ;2020-11-11 16:06:00 ;01:06     ;11:12          ; ; ;
Loviflo                            ;11   ;6    ;0      ;9     ;2   ;33       ;12    ;Nuke           ;2020-11-11 16:06:00 ;01:06     ;11:12          ; ; ;
Ilesis                             ;11   ;4    ;1      ;9     ;1   ;25       ;9     ;Nuke           ;2020-11-11 16:06:00 ;01:06     ;11:12          ; ; ;
🖤X                                ;23   ;9    ;2      ;2     ;3   ;22       ;20    ;Nuke           ;2020-11-10 20:54:35 ;01:01     ;08:24          ; ; ;
🍌                                 ;24   ;9    ;0      ;3     ;6   ;44       ;18    ;Nuke           ;2020-11-10 20:54:35 ;01:01     ;08:24          ; ; ;
Loviflo                            ;26   ;4    ;0      ;9     ;1   ;50       ;8     ;Nuke           ;2020-11-10 20:54:35 ;01:01     ;08:24          ; ; ;
Ilesis                             ;29   ;1    ;0      ;9     ;0   ;100      ;2     ;Nuke           ;2020-11-10 20:54:35 ;01:01     ;08:24          ; ; ;
со смыслом                         ;31   ;12   ;2      ;3     ;5   ;33       ;28    ;Nuke           ;2020-11-10 20:41:15 ;00:21     ;09:48          ; ; ;
без негатива                       ;51   ;8    ;2      ;7     ;4   ;62       ;18    ;Nuke           ;2020-11-10 20:41:15 ;00:21     ;09:48          ; ; ;
Loviflo                            ;35   ;5    ;3      ;9     ;2   ;20       ;13    ;Nuke           ;2020-11-10 20:41:15 ;00:21     ;09:48          ; ; ;
Ilesis                             ;30   ;5    ;0      ;11    ;0   ;40       ;10    ;Nuke           ;2020-11-10 20:41:15 ;00:21     ;09:48          ; ; ;
Loviflo                            ;9    ;13   ;1      ;4     ;8   ;23       ;29    ;Nuke           ;2020-11-09 20:12:43 ;01:08     ;10:52          ; ; ;
Ilesis                             ;5    ;6    ;3      ;6     ;1   ;33       ;17    ;Nuke           ;2020-11-09 20:12:43 ;01:08     ;10:52          ; ; ;
lublu mark                         ;31   ;7    ;1      ;9     ;3   ;71       ;20    ;Nuke           ;2020-11-09 20:12:43 ;01:08     ;10:52          ; ; ;
привiт                             ;30   ;3    ;1      ;10    ;1   ;33       ;9     ;Nuke           ;2020-11-09 20:12:43 ;01:08     ;10:52          ; ; ;
Loviflo                            ;28   ;14   ;1      ;6     ;7   ;64       ;36    ;Nuke           ;2020-11-08 21:07:07 ;01:31     ;15:21          ; ; ;
Ilesis                             ;29   ;5    ;2      ;8     ;2   ;0        ;14    ;Nuke           ;2020-11-08 21:07:07 ;01:31     ;15:21          ; ; ;
N4v1                               ;5    ;9    ;1      ;8     ;5   ;33       ;19    ;Nuke           ;2020-11-08 21:07:07 ;01:31     ;15:21          ; ; ;
Boli Bolingoli-Mbombo              ;5    ;5    ;1      ;11    ;0   ;20       ;11    ;Nuke           ;2020-11-08 21:07:07 ;01:31     ;15:21          ; ; ;
VAC TITO                           ;9    ;10   ;1      ;9     ;5   ;30       ;23    ;Nuke           ;2020-11-08 20:52:19 ;01:05     ;11:02          ; ; ;
Guizon                             ;14   ;0    ;1      ;13    ;1   ;50       ;1     ;Nuke           ;2020-11-08 20:52:19 ;01:05     ;11:02          ; ; ;
Loviflo                            ;14   ;13   ;1      ;6     ;7   ;38       ;30    ;Nuke           ;2020-11-08 20:52:19 ;01:05     ;11:02          ; ; ;
Ilesis                             ;27   ;7    ;3      ;6     ;2   ;57       ;19    ;Nuke           ;2020-11-08 20:52:19 ;01:05     ;11:02          ; ; ;
Pfenikx                            ;57   ;11   ;1      ;6     ;4   ;54       ;26    ;Nuke           ;2020-11-08 20:39:23 ;02:02     ;09:29          ; ; ;
Jebmaj                             ;12   ;10   ;3      ;5     ;5   ;30       ;25    ;Nuke           ;2020-11-08 20:39:23 ;02:02     ;09:29          ; ; ;
Ilesis                             ;11   ;7    ;1      ;10    ;1   ;28       ;15    ;Nuke           ;2020-11-08 20:39:23 ;02:02     ;09:29          ; ; ;
Loviflo                            ;3    ;4    ;2      ;11    ;2   ;50       ;10    ;Nuke           ;2020-11-08 20:39:23 ;02:02     ;09:29          ; ; ;
Loviflo                            ;21   ;12   ;1      ;7     ;6   ;33       ;25    ;Nuke           ;2020-11-08 20:21:23 ;00:15     ;13:37          ; ; ;
Ilesis                             ;25   ;8    ;3      ;8     ;3   ;25       ;19    ;Nuke           ;2020-11-08 20:21:23 ;00:15     ;13:37          ; ; ;
Flapò                              ;29   ;8    ;2      ;9     ;3   ;12       ;22    ;Nuke           ;2020-11-08 20:21:23 ;00:15     ;13:37          ; ; ;
SMC_davver                         ;28   ;7    ;1      ;11    ;2   ;28       ;15    ;Nuke           ;2020-11-08 20:21:23 ;00:15     ;13:37          ; ; ;
Loviflo                            ;17   ;8    ;1      ;10    ;3   ;25       ;20    ;Nuke           ;2020-11-07 16:39:24 ;02:16     ;13:00          ; ; ;
Ilesis                             ;23   ;5    ;1      ;11    ;2   ;40       ;14    ;Nuke           ;2020-11-07 16:39:24 ;02:16     ;13:00          ; ; ;
Jordi                              ;36   ;12   ;2      ;6     ;4   ;33       ;32    ;Nuke           ;2020-11-07 16:39:24 ;02:16     ;13:00          ; ; ;
pathu                              ;47   ;9    ;3      ;7     ;5   ;44       ;21    ;Nuke           ;2020-11-07 16:39:24 ;02:16     ;13:00          ; ; ;
Ilesis                             ;17   ;11   ;0      ;7     ;3   ;27       ;22    ;Nuke           ;2020-11-07 16:20:44 ;01:19     ;13:47          ; ; ;
Loviflo                            ;18   ;9    ;1      ;8     ;6   ;0        ;22    ;Nuke           ;2020-11-07 16:20:44 ;01:19     ;13:47          ; ; ;
dżej di                            ;28   ;9    ;2      ;9     ;3   ;44       ;20    ;Nuke           ;2020-11-07 16:20:44 ;01:19     ;13:47          ; ; ;
Duck Daffy key-drop.com            ;40   ;6    ;1      ;11    ;4   ;50       ;13    ;Nuke           ;2020-11-07 16:20:44 ;01:19     ;13:47          ; ; ;
pluw3r                             ;47   ;7    ;2      ;10    ;2   ;28       ;16    ;Nuke           ;2020-11-07 16:03:24 ;01:21     ;11:56          ; ; ;
MiBLEEE♡                           ;46   ;4    ;2      ;10    ;1   ;50       ;10    ;Nuke           ;2020-11-07 16:03:24 ;01:21     ;11:56          ; ; ;
Loviflo                            ;27   ;12   ;0      ;5     ;6   ;25       ;29    ;Nuke           ;2020-11-07 16:03:24 ;01:21     ;11:56          ; ; ;
Ilesis                             ;28   ;8    ;1      ;6     ;3   ;37       ;17    ;Nuke           ;2020-11-07 16:03:24 ;01:21     ;11:56          ; ; ;
Ilesis                             ;12   ;14   ;3      ;7     ;6   ;28       ;37    ;Nuke           ;2020-11-07 15:45:24 ;03:24     ;12:57          ; ; ;
Loviflo                            ;11   ;9    ;3      ;11    ;3   ;33       ;23    ;Nuke           ;2020-11-07 15:45:24 ;03:24     ;12:57          ; ; ;
Gorila Kercak FAN &lt 3            ;17   ;11   ;1      ;11    ;3   ;36       ;30    ;Nuke           ;2020-11-07 15:45:24 ;03:24     ;12:57          ; ; ;
Ernst Kirchsteiger                 ;21   ;7    ;1      ;12    ;3   ;14       ;18    ;Nuke           ;2020-11-07 15:45:24 ;03:24     ;12:57          ; ; ;
Loviflo                            ;13   ;11   ;4      ;9     ;4   ;18       ;32    ;Nuke           ;2020-11-07 15:26:28 ;01:06     ;13:26          ; ; ;
Ilesis                             ;27   ;11   ;3      ;10    ;5   ;18       ;25    ;Nuke           ;2020-11-07 15:26:28 ;01:06     ;13:26          ; ; ;
Trabant1.1                         ;54   ;11   ;0      ;11    ;4   ;18       ;24    ;Nuke           ;2020-11-07 15:26:28 ;01:06     ;13:26          ; ; ;
AvNaDcY                            ;55   ;8    ;6      ;11    ;3   ;62       ;24    ;Nuke           ;2020-11-07 15:26:28 ;01:06     ;13:26          ; ; ;
Loviflo                            ;27   ;13   ;0      ;4     ;6   ;7        ;28    ;Nuke           ;2020-11-07 15:14:44 ;01:23     ;08:12          ; ; ;
Ilesis                             ;28   ;6    ;6      ;5     ;3   ;0        ;20    ;Nuke           ;2020-11-07 15:14:44 ;01:23     ;08:12          ; ; ;
AvNaDcY                            ;26   ;6    ;1      ;9     ;2   ;83       ;13    ;Nuke           ;2020-11-07 15:14:44 ;01:23     ;08:12          ; ; ;
Trabant1.1                         ;29   ;3    ;1      ;10    ;1   ;66       ;9     ;Nuke           ;2020-11-07 15:14:44 ;01:23     ;08:12          ; ; ;
KILLZ                              ;14   ;18   ;2      ;7     ;8   ;61       ;42    ;Nuke           ;2020-11-06 21:10:43 ;01:24     ;11:34          ; ; ;
Flamer                             ;25   ;4    ;3      ;6     ;1   ;75       ;11    ;Nuke           ;2020-11-06 21:10:43 ;01:24     ;11:34          ; ; ;
Loviflo                            ;15   ;7    ;2      ;10    ;4   ;14       ;19    ;Nuke           ;2020-11-06 21:10:43 ;01:24     ;11:34          ; ; ;
Ilesis                             ;28   ;6    ;2      ;12    ;2   ;16       ;17    ;Nuke           ;2020-11-06 21:10:43 ;01:24     ;11:34          ; ; ;
Bhriix                             ;32   ;20   ;0      ;7     ;9   ;45       ;40    ;Nuke           ;2020-11-06 20:53:55 ;01:40     ;12:57          ; ; ;
KP JuliusTheLord                   ;30   ;2    ;5      ;16    ;0   ;100      ;11    ;Nuke           ;2020-11-06 20:53:55 ;01:40     ;12:57          ; ; ;
Ilesis                             ;14   ;15   ;0      ;9     ;3   ;20       ;32    ;Nuke           ;2020-11-06 20:53:55 ;01:40     ;12:57          ; ; ;
Loviflo                            ;9    ;8    ;5      ;13    ;4   ;0        ;21    ;Nuke           ;2020-11-06 20:53:55 ;01:40     ;12:57          ; ; ;
A M I D                            ;47   ;8    ;1      ;11    ;3   ;25       ;17    ;Nuke           ;2020-11-06 20:34:19 ;01:48     ;15:45          ; ; ;
DaddelK                            ;33   ;5    ;3      ;11    ;3   ;60       ;15    ;Nuke           ;2020-11-06 20:34:19 ;01:48     ;15:45          ; ; ;
Ilesis                             ;28   ;12   ;1      ;7     ;2   ;25       ;27    ;Nuke           ;2020-11-06 20:34:19 ;01:48     ;15:45          ; ; ;
Loviflo                            ;20   ;10   ;2      ;6     ;7   ;20       ;22    ;Nuke           ;2020-11-06 20:34:19 ;01:48     ;15:45          ; ; ;
1000-7?                            ;109  ;6    ;2      ;11    ;2   ;66       ;14    ;Nuke           ;2020-11-06 20:21:47 ;01:51     ;08:25          ; ; ;
ηęi4ℑ ✪                            ;62   ;6    ;1      ;9     ;1   ;16       ;13    ;Nuke           ;2020-11-06 20:21:47 ;01:51     ;08:25          ; ; ;
Loviflo                            ;15   ;13   ;0      ;6     ;6   ;15       ;28    ;Nuke           ;2020-11-06 20:21:47 ;01:51     ;08:25          ; ; ;
Ilesis                             ;31   ;7    ;4      ;6     ;3   ;14       ;18    ;Nuke           ;2020-11-06 20:21:47 ;01:51     ;08:25          ; ; ;
